ID, AD1, AD2, AD3, MP1, MP2, ON1, ON2, ON3, OP1, OP2, OP3, CON1, CON2, CON3, DSU1, DSU2, DSU3, DSU4, DSU5, TRY1, TRY2, TRY3, PEU1, PEU2, PEU3, PEU4, PU1, PU2, PU3, PU4, SSE1, SSE2, SSE3, SSE4, SSE5, CHECK
265, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 4, 4, 4, 5, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
266, 4, 3, 3, 5, 5, 5, 4, 5, 4, 5, 4, 7, 7, 2, 6, 6, 5, 5, 6, 4, 5, 4, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
267, 4, 4, 4, 6, 6, 6, 6, 6, 4, 5, 5, 7, 7, 2, 6, 5, 5, 5, 6, 5, 5, 4, 5, 3, 5, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 1
268, 4, 3, 3, 6, 6, 5, 5, 5, 5, 6, 5, 6, 6, 2, 5, 5, 5, 5, 6, 4, 4, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 7, 6, 7, 6, 1
269, 4, 3, 3, 5, 5, 4, 5, 5, 4, 5, 5, 7, 7, 2, 6, 6, 5, 6, 6, 4, 4, 3, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
270, 5, 5, 5, 6, 6, 6, 6, 6, 5, 6, 6, 7, 7, 1, 6, 6, 6, 6, 6, 5, 5, 5, 5, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 7, 6, 1
271, 5, 4, 5, 6, 6, 6, 6, 6, 5, 5, 5, 7, 7, 2, 6, 6, 5, 6, 6, 5, 5, 5, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
272, 4, 4, 3, 5, 5, 5, 5, 5, 4, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 4, 4, 3, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
273, 3, 4, 3, 5, 5, 4, 4, 4, 3, 4, 4, 6, 6, 2, 5, 4, 4, 5, 5, 3, 3, 3, 5, 4, 5, 5, 6, 5, 5, 5, 5, 6, 6, 6, 6, 1
274, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
275, 4, 4, 3, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 5, 5, 5, 5, 5, 5, 5, 4, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
276, 5, 3, 3, 6, 6, 5, 5, 5, 5, 5, 5, 7, 7, 2, 6, 5, 5, 6, 5, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
278, 5, 4, 3, 5, 5, 5, 5, 5, 4, 6, 5, 6, 6, 2, 5, 5, 5, 5, 6, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
279, 4, 4, 3, 5, 5, 4, 4, 4, 4, 5, 4, 6, 5, 2, 5, 5, 4, 5, 6, 4, 4, 3, 5, 5, 5, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 1
280, 4, 4, 4, 6, 6, 5, 5, 5, 5, 5, 5, 7, 7, 2, 6, 6, 5, 5, 7, 5, 5, 4, 6, 6, 6, 7, 6, 6, 6, 6, 5, 6, 6, 6, 6, 1
281, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 5, 6, 6, 6, 5, 4, 4, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
282, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
283, 4, 2, 4, 6, 6, 4, 4, 4, 4, 6, 6, 7, 7, 2, 6, 6, 6, 6, 6, 6, 4, 4, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
284, 4, 3, 2, 6, 5, 5, 3, 5, 4, 4, 4, 7, 7, 2, 6, 6, 5, 5, 7, 5, 3, 2, 6, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 7, 6, 1
286, 5, 4, 6, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 5, 5, 5, 5, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
287, 3, 2, 2, 4, 5, 4, 4, 4, 3, 5, 4, 7, 7, 1, 6, 6, 5, 6, 7, 3, 3, 3, 5, 5, 5, 6, 7, 6, 6, 6, 6, 6, 6, 7, 6, 1
288, 5, 4, 4, 6, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
289, 4, 4, 4, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 1, 6, 4, 4, 4, 6, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
290, 4, 3, 3, 5, 5, 5, 4, 5, 4, 5, 4, 6, 6, 2, 6, 5, 5, 5, 6, 4, 4, 3, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
291, 5, 5, 5, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 2, 6, 6, 5, 6, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
292, 3, 3, 3, 5, 5, 4, 3, 4, 3, 5, 4, 6, 6, 2, 6, 5, 5, 5, 6, 3, 3, 3, 4, 4, 4, 5, 6, 6, 6, 6, 5, 5, 5, 6, 5, 1
293, 5, 3, 2, 5, 5, 4, 3, 4, 3, 5, 5, 7, 7, 2, 6, 6, 5, 6, 7, 4, 4, 3, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 1
294, 4, 3, 3, 6, 6, 5, 5, 5, 5, 5, 4, 6, 6, 2, 5, 5, 4, 5, 5, 4, 3, 3, 6, 2, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 1
295, 5, 4, 4, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 5, 5, 4, 5, 5, 5, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 1
296, 5, 4, 4, 6, 6, 5, 5, 5, 4, 5, 5, 6, 6, 2, 6, 6, 6, 6, 6, 5, 5, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
297, 4, 5, 3, 6, 6, 5, 5, 5, 4, 5, 5, 7, 7, 2, 6, 6, 6, 6, 7, 3, 3, 4, 6, 5, 6, 6, 6, 6, 7, 6, 7, 7, 7, 7, 7, 1
298, 4, 4, 3, 5, 6, 5, 5, 5, 4, 5, 4, 7, 6, 1, 6, 6, 5, 6, 6, 5, 5, 4, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
299, 5, 3, 3, 5, 5, 5, 4, 5, 4, 5, 5, 7, 7, 1, 6, 6, 5, 6, 6, 4, 4, 3, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
300, 3, 2, 3, 5, 5, 3, 3, 4, 3, 5, 4, 6, 6, 1, 6, 5, 5, 5, 6, 4, 4, 2, 5, 4, 5, 5, 6, 5, 5, 6, 6, 6, 6, 6, 5, 1
301, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 6, 6, 6, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
302, 4, 3, 3, 5, 5, 5, 4, 5, 4, 5, 4, 6, 6, 2, 5, 5, 5, 5, 6, 4, 3, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
303, 4, 3, 3, 5, 5, 5, 4, 5, 4, 5, 4, 6, 6, 2, 5, 5, 5, 5, 6, 4, 4, 3, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
304, 4, 3, 3, 5, 5, 4, 4, 4, 4, 4, 5, 7, 6, 2, 5, 5, 3, 4, 6, 5, 6, 3, 6, 5, 5, 6, 6, 6, 6, 6, 5, 6, 5, 6, 6, 1
305, 4, 3, 3, 5, 5, 4, 4, 5, 3, 5, 5, 6, 6, 2, 5, 5, 4, 4, 6, 4, 4, 3, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 5, 1
306, 5, 5, 4, 6, 6, 6, 6, 6, 5, 5, 5, 7, 7, 2, 7, 6, 6, 6, 7, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 1
307, 4, 3, 4, 5, 5, 5, 5, 5, 4, 5, 5, 7, 7, 2, 6, 6, 5, 6, 7, 4, 4, 3, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 1
308, 4, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 6, 6, 6, 6, 5, 5, 4, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
309, 5, 4, 4, 6, 6, 6, 6, 6, 5, 5, 5, 7, 7, 2, 6, 5, 5, 5, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
311, 3, 3, 2, 5, 5, 4, 4, 4, 4, 5, 4, 6, 6, 2, 6, 5, 5, 5, 6, 3, 3, 4, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
312, 4, 3, 2, 6, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 5, 5, 4, 5, 6, 4, 4, 3, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 5, 1
313, 4, 3, 3, 5, 5, 5, 5, 5, 4, 6, 4, 6, 6, 2, 6, 6, 5, 6, 6, 4, 4, 3, 5, 4, 4, 5, 6, 6, 6, 6, 5, 5, 5, 6, 5, 1
314, 5, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 5, 4, 4, 5, 6, 4, 4, 3, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
315, 4, 3, 4, 5, 5, 6, 5, 6, 4, 5, 5, 7, 7, 2, 6, 6, 6, 6, 6, 4, 3, 3, 6, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 7, 6, 1
316, 4, 3, 3, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 5, 4, 4, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
318, 4, 4, 3, 5, 6, 4, 3, 4, 5, 5, 5, 7, 7, 1, 6, 5, 5, 5, 6, 4, 3, 3, 5, 5, 5, 5, 6, 6, 6, 6, 5, 6, 6, 6, 6, 1
319, 3, 3, 2, 5, 4, 3, 3, 4, 4, 4, 4, 6, 6, 1, 5, 5, 5, 5, 6, 4, 3, 2, 6, 5, 6, 6, 6, 5, 5, 5, 5, 6, 6, 6, 5, 1
320, 4, 4, 3, 5, 5, 4, 5, 4, 4, 4, 4, 7, 6, 1, 5, 5, 5, 5, 6, 4, 4, 3, 6, 6, 5, 6, 6, 6, 6, 6, 5, 5, 5, 6, 5, 1
321, 4, 3, 3, 5, 5, 5, 4, 5, 3, 5, 5, 7, 6, 2, 6, 6, 5, 5, 7, 5, 4, 4, 6, 4, 6, 6, 7, 6, 6, 6, 5, 6, 6, 7, 6, 1
322, 4, 4, 3, 6, 6, 6, 6, 6, 5, 6, 6, 7, 6, 2, 6, 6, 5, 6, 7, 5, 5, 4, 6, 5, 6, 6, 7, 6, 6, 6, 7, 7, 7, 7, 7, 1
323, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
324, 4, 4, 3, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 5, 5, 4, 6, 4, 6, 6, 6, 6, 6, 6, 5, 5, 6, 5, 5, 1
325, 4, 4, 3, 6, 6, 6, 5, 6, 5, 6, 5, 6, 6, 2, 6, 5, 5, 6, 6, 5, 5, 4, 5, 4, 5, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 1
326, 5, 5, 3, 6, 6, 6, 6, 6, 5, 5, 5, 7, 7, 2, 6, 5, 5, 5, 6, 5, 5, 4, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
327, 5, 4, 6, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 5, 5, 5, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
328, 4, 3, 3, 6, 6, 5, 5, 6, 5, 5, 5, 6, 6, 2, 6, 6, 5, 5, 6, 5, 5, 4, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
330, 5, 3, 3, 5, 5, 5, 4, 5, 4, 5, 5, 7, 6, 2, 6, 6, 5, 6, 6, 4, 4, 3, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
331, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 7, 6, 2, 5, 5, 4, 5, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
332, 5, 4, 4, 6, 6, 6, 6, 6, 5, 5, 6, 7, 7, 2, 6, 5, 5, 5, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
333, 3, 2, 2, 5, 4, 5, 4, 4, 3, 4, 5, 7, 7, 1, 7, 6, 6, 6, 7, 4, 3, 2, 5, 5, 6, 6, 7, 6, 7, 6, 6, 7, 6, 7, 6, 1
334, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 4, 4, 3, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
335, 4, 3, 3, 5, 5, 4, 4, 4, 4, 5, 4, 6, 6, 2, 5, 5, 4, 5, 6, 3, 3, 3, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 5, 6, 5, 1
336, 3, 2, 2, 5, 5, 4, 3, 4, 3, 5, 4, 7, 7, 2, 5, 5, 4, 5, 6, 4, 3, 3, 6, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
337, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 1, 6, 6, 5, 6, 6, 5, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
338, 4, 3, 3, 6, 5, 6, 5, 5, 5, 5, 5, 7, 6, 2, 6, 6, 4, 5, 7, 5, 4, 5, 6, 4, 6, 6, 6, 6, 6, 6, 6, 7, 6, 7, 6, 1
339, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 5, 5, 5, 5, 6, 4, 4, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
340, 4, 3, 3, 5, 5, 5, 5, 5, 4, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 4, 4, 4, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
341, 5, 4, 3, 5, 6, 5, 5, 5, 4, 6, 5, 7, 7, 2, 6, 6, 5, 6, 7, 4, 3, 4, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 1
342, 4, 4, 4, 6, 6, 6, 5, 6, 5, 6, 6, 7, 7, 2, 6, 6, 5, 6, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 1
343, 4, 4, 3, 6, 5, 5, 5, 5, 4, 5, 5, 7, 7, 2, 6, 6, 5, 6, 6, 5, 4, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
344, 5, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
345, 4, 3, 4, 6, 6, 5, 5, 5, 4, 5, 5, 6, 6, 2, 5, 5, 5, 5, 5, 4, 4, 4, 5, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
346, 5, 3, 3, 5, 5, 4, 4, 4, 4, 5, 5, 7, 7, 2, 6, 6, 5, 5, 7, 4, 3, 4, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 1
347, 5, 4, 4, 6, 6, 6, 6, 6, 5, 5, 5, 7, 7, 2, 6, 6, 6, 6, 6, 5, 5, 5, 6, 4, 5, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 1
348, 5, 4, 5, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 5, 5, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
349, 4, 3, 4, 6, 6, 5, 5, 5, 4, 5, 5, 6, 6, 2, 5, 5, 5, 5, 5, 4, 5, 4, 6, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 7, 6, 1
350, 5, 4, 4, 6, 6, 5, 5, 5, 4, 5, 5, 6, 6, 2, 6, 6, 6, 6, 6, 5, 5, 4, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
351, 5, 3, 4, 6, 6, 6, 6, 6, 5, 5, 5, 7, 7, 2, 6, 5, 5, 6, 7, 5, 5, 4, 6, 5, 6, 7, 7, 6, 6, 7, 6, 6, 6, 7, 6, 1
352, 4, 3, 3, 5, 5, 4, 4, 5, 4, 5, 4, 7, 7, 2, 6, 5, 5, 5, 6, 4, 5, 3, 6, 5, 5, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 1
353, 4, 3, 3, 6, 6, 6, 6, 5, 4, 5, 5, 6, 6, 2, 5, 5, 4, 5, 6, 4, 4, 4, 5, 5, 5, 6, 6, 5, 5, 6, 5, 6, 6, 6, 6, 1
354, 4, 3, 3, 5, 5, 5, 5, 5, 5, 4, 4, 6, 6, 2, 6, 6, 5, 5, 6, 4, 4, 3, 5, 4, 5, 5, 6, 5, 5, 5, 6, 6, 6, 6, 6, 1
355, 5, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 2, 7, 7, 6, 7, 7, 6, 6, 5, 7, 6, 7, 7, 7, 6, 6, 7, 7, 7, 6, 7, 7, 1
356, 5, 4, 3, 6, 6, 5, 5, 5, 5, 5, 5, 7, 7, 1, 6, 6, 5, 6, 6, 4, 4, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
357, 5, 4, 4, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 5, 5, 4, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
360, 5, 4, 3, 5, 5, 4, 5, 4, 4, 6, 5, 7, 7, 1, 7, 6, 6, 6, 7, 4, 5, 3, 6, 6, 6, 7, 7, 6, 6, 6, 6, 6, 6, 7, 6, 1
361, 5, 5, 4, 6, 6, 6, 6, 6, 5, 6, 5, 6, 6, 2, 6, 5, 5, 5, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
362, 4, 4, 3, 5, 5, 5, 5, 5, 4, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 4, 4, 3, 5, 4, 5, 5, 6, 6, 6, 6, 5, 5, 6, 6, 5, 1
363, 5, 5, 5, 6, 6, 5, 6, 6, 5, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 5, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
364, 3, 2, 3, 4, 4, 3, 3, 3, 3, 4, 4, 7, 6, 2, 5, 5, 4, 4, 6, 4, 3, 3, 5, 5, 5, 6, 6, 6, 5, 6, 5, 6, 6, 6, 5, 1
366, 4, 3, 3, 6, 6, 5, 5, 5, 5, 5, 5, 7, 7, 2, 5, 6, 4, 5, 6, 4, 4, 3, 6, 6, 6, 7, 6, 5, 6, 6, 5, 6, 6, 6, 5, 1
367, 5, 4, 4, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 2, 6, 6, 5, 6, 6, 6, 6, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
368, 4, 4, 2, 5, 4, 4, 3, 3, 2, 5, 3, 6, 6, 2, 5, 5, 5, 4, 6, 3, 3, 3, 5, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
369, 3, 2, 2, 4, 3, 3, 3, 3, 4, 4, 4, 6, 6, 2, 6, 6, 5, 6, 6, 3, 3, 2, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
370, 3, 3, 3, 5, 5, 3, 3, 3, 4, 5, 4, 6, 6, 2, 5, 5, 4, 5, 6, 4, 3, 2, 6, 5, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 1
371, 5, 4, 4, 6, 6, 6, 6, 6, 5, 5, 5, 7, 7, 2, 6, 6, 5, 6, 6, 5, 4, 3, 6, 5, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 1
373, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 1, 5, 5, 5, 5, 6, 4, 4, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
374, 4, 3, 3, 6, 5, 5, 5, 5, 5, 5, 5, 7, 6, 2, 6, 6, 5, 6, 7, 6, 5, 4, 6, 5, 6, 7, 6, 6, 6, 6, 6, 6, 6, 7, 6, 1
375, 5, 4, 4, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 6, 7, 7, 6, 6, 7, 6, 6, 6, 6, 6, 2
376, 4, 4, 3, 6, 6, 5, 5, 5, 4, 5, 5, 7, 7, 2, 6, 5, 5, 5, 6, 4, 4, 3, 5, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 1
377, 4, 3, 3, 6, 5, 5, 5, 5, 4, 5, 5, 6, 5, 2, 6, 6, 5, 6, 6, 5, 5, 4, 5, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
378, 3, 3, 3, 4, 4, 4, 3, 3, 4, 5, 5, 7, 6, 1, 6, 5, 5, 6, 7, 3, 3, 4, 6, 5, 5, 6, 7, 7, 6, 7, 6, 6, 6, 7, 6, 1
379, 4, 4, 3, 6, 6, 5, 5, 5, 5, 6, 6, 7, 7, 1, 6, 5, 5, 5, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
380, 4, 3, 4, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 4, 4, 4, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
381, 4, 4, 4, 6, 6, 5, 5, 5, 4, 5, 4, 7, 7, 2, 6, 6, 5, 6, 6, 5, 4, 4, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
382, 5, 5, 5, 6, 6, 6, 6, 6, 5, 6, 5, 7, 6, 2, 6, 6, 6, 6, 7, 5, 5, 5, 6, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 1
383, 4, 4, 3, 5, 5, 5, 4, 5, 4, 5, 4, 6, 6, 2, 6, 6, 5, 5, 6, 5, 5, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
384, 5, 4, 4, 6, 5, 5, 5, 5, 4, 5, 5, 6, 6, 2, 5, 5, 5, 5, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
385, 4, 3, 2, 5, 5, 3, 3, 3, 3, 5, 4, 7, 7, 1, 6, 6, 5, 6, 7, 4, 4, 4, 6, 5, 5, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 1
386, 5, 4, 4, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 1
387, 3, 2, 2, 4, 5, 3, 2, 3, 3, 4, 4, 6, 6, 1, 5, 5, 4, 5, 6, 2, 3, 2, 6, 5, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 5, 1
388, 4, 3, 3, 5, 5, 5, 5, 5, 4, 6, 5, 7, 7, 1, 7, 6, 5, 6, 7, 5, 5, 4, 6, 6, 6, 6, 7, 6, 6, 7, 6, 6, 6, 7, 6, 1
389, 5, 4, 3, 6, 5, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 5, 5, 6, 6, 5, 4, 4, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
390, 3, 3, 3, 5, 5, 4, 4, 4, 3, 5, 5, 6, 6, 2, 5, 5, 4, 5, 6, 4, 4, 3, 5, 5, 5, 6, 6, 6, 6, 6, 5, 5, 5, 6, 5, 1
392, 3, 2, 2, 6, 5, 5, 5, 5, 4, 5, 4, 7, 7, 1, 5, 5, 4, 5, 5, 3, 3, 2, 4, 4, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
393, 5, 4, 3, 6, 6, 5, 5, 5, 5, 5, 5, 6, 6, 2, 6, 5, 5, 5, 6, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
395, 4, 2, 3, 4, 4, 3, 4, 3, 3, 4, 3, 6, 6, 2, 5, 5, 5, 4, 6, 6, 4, 3, 5, 4, 4, 5, 6, 5, 5, 5, 5, 6, 6, 7, 6, 1
396, 5, 4, 4, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 2, 6, 6, 6, 6, 6, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 1
397, 5, 5, 3, 6, 6, 5, 5, 5, 5, 5, 5, 7, 7, 2, 6, 5, 5, 5, 6, 4, 4, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 1
398, 5, 5, 5, 6, 6, 6, 6, 5, 5, 6, 6, 7, 6, 2, 7, 6, 6, 6, 7, 5, 5, 5, 6, 6, 6, 7, 7, 7, 7, 7, 6, 6, 6, 7, 6, 1
399, 5, 4, 3, 6, 6, 5, 5, 5, 5, 6, 5, 7, 7, 2, 6, 6, 5, 5, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1
400, 4, 3, 3, 5, 5, 4, 4, 5, 4, 5, 5, 6, 6, 2, 6, 5, 4, 5, 6, 3, 4, 3, 6, 5, 5, 6, 6, 6, 6, 6, 5, 5, 5, 6, 5, 1
